"sentence"	"wordid"
"As a result, she has subsequently been described as 'feeling like a ""love <addict>"" enslaved to obsessive-compulsive patterns of behaviour'."	"addict_nou"
"It features the ""swans"" as being heroin <addict> prostitutes who are kept in place by Rothbart, their pimp."	"addict_nou"
"When creating the three circles diagram, the <addict> draws three concentric circles, one inside the other (like a bull's eye)."	"addict_nou"
"She said the first time he did so he was nauseated and took cocaine to cope, becoming an <addict>."	"addict_nou"
"The character had previously appeared in the fourth season episode ""Model Misbehavior"" as a ""cookie <addict>""."	"addict_nou"
"He starred as Adam, a young heroin <addict> released from prison and sent directly to rehab."	"addict_nou"
"Frank Dillane as Nick Clark, Madison's 19-year-old son, a heroin <addict> who flunked out of community college."	"addict_nou"
"Additionally, enrolling an <addict> in a drug court program costs much less than incarcerating one in prison."	"addict_nou"
"Adan is a recovering alcoholic, junkie and sex <addict>."	"addict_nou"
"one espresso <addict> in the family is expensive enough, she warns Clayton."	"addict_nou"
"Going outside and interacting with others can be very rewarding to the computer <addict>."	"addict_nou"
"Hall of Mirrors concerns a young, desperate gambling <addict> who is plummeted into financial ruin."	"addict_nou"
"Bab is usually referred by the rest of the community as a bad example and an occasional drug <addict>."	"addict_nou"
"Cpl Abraham Lincoln is a combat medic and a drug <addict>."	"addict_nou"
"Payne was a chorus girl or actress and a drug <addict> living in Maple Street, near Tottenham Court Road."	"addict_nou"
"Tsamere's favourite television programme is the Belgian documentary series Strip-Tease, and he describes himself as ""a real TV <addict>""."	"addict_nou"
"His checkered past led TIME magazine to describe him as""an ex-illustrator, ex-cartoonist, ex-adman, ex-editor, ex-playwright, ex-dope <addict>."	"addict_nou"
"She followed Donny, her gambling-<addict> boyfriend, to Vietnam with a show tour team."	"addict_nou"
"Chris soon discovered Guy was a drug <addict>."	"addict_nou"
"Her dissertation, Aspects of Street <Addict> Life, was published that year."	"addict_nou"
"That said, Marais was a long-term morphine <addict> and suffered from melancholy, insomnia, depression and feelings of isolation."	"addict_nou"
"To be a male drug <addict> and to act like that is always enhancing and glamorising."	"addict_nou"
"Stinson, a long-term alcoholic and drug <addict>, died on February 18, 1995."	"addict_nou"
"He's done things that no other psychologist has done in treating the psychotic and the drug <addict>."	"addict_nou"
"His daughter is a drug <addict> who refuses his help regularly."	"addict_nou"
"In a 2016 interview, he said, ""I'm not a porn <addict>, though I believe the addiction is real."	"addict_nou"
"According to media reports, Samast is a high school dropout and a possible drug <addict>."	"addict_nou"
"They use drug <addict> Ivan ""Fishhead"" Lewis for information."	"addict_nou"
"One day at the methadone clinic, he sees an elderly drug <addict> priest named Tom (William S. Burroughs)."	"addict_nou"
"Discounting Curatolo's testimony as self-contradictory, the judges observed that he was a heroin <addict>."	"addict_nou"
"Catherwood played Joe his daughter (Cordellia), an ex-heroin <addict>."	"addict_nou"
"Greer later discovers his wife Margaret, a surrogate-<addict>, has committed suicide because her attractive-looking surrogate was disabled."	"addict_nou"
"His next door neighbor is Anna (Nathalia Kaur), a drug <addict> and bar dancer."	"addict_nou"
"He stated his ""proof"" is that there is not ""one single Zionist who is an <addict>."""	"addict_nou"
"Orgasm <Addict> was released as the Buzzcocks' debut single on 4 November 1977."	"addict_nou"
"It revolves around heroin <addict>, Ethan Inglebrink, whose life is centered on his garden and his group of eccentric friends."	"addict_nou"
"Harding suggests that the nurse could threaten to expose him as a drug <addict> if he stood up to her."	"addict_nou"
"His father was a heroin <addict>, and Odom's mother died of colon cancer when he was twelve years old."	"addict_nou"
"Isaac Mendez is a painter and heroin <addict> in New York City."	"addict_nou"
"He also becomes a heroin <addict> due to the recurring back pain."	"addict_nou"
"There she meets another Australian woman, Mandy Engels (Joy Smithers), a heroin <addict> also imprisoned for drug trafficking."	"addict_nou"
"Colleen was captured by Emil Vachon, however, who turned her into a heroin <addict>."	"addict_nou"
"Casey starred in a buddy cop comedy feature film, titled CarrMell Sunday, as Detective Chris Mell, a gambling <addict>."	"addict_nou"
"In 1986, he was shot in the arm during a shootout with an <addict> who had taken hostages."	"addict_nou"
"Teresa Gomez, a crack-cocaine <addict> who has since died, claimed to have seen several unrelated murders."	"addict_nou"
"Archer is hired by drug <addict> Carl Hallman to investigate the deaths of his wealthy and influential parents."	"addict_nou"
"Clarence Mumford is a Robitussin <addict> living with his parents."	"addict_nou"
"Saw VI later showed that another drug <addict>, Amanda Young, also had an unintentional role in the death of Gideon."	"addict_nou"
"In 1995, Hoffman started performing with her high school classmate Ben Lee's pop/punk band Noise <Addict> as a 15-year-old guitarist."	"addict_nou"
"He does not respect his late father, who was a drug <addict>."	"addict_nou"
"The later novels explain he also becomes a heroin <addict> around this time."	"addict_nou"
"She also was seen in The Closer as Cody Tatem, a girl whose mother, a drug <addict>, possibly committed suicide."	"addict_nou"
"Some people even assume that the German girl is not able to cook anything, being a restaurant <addict>."	"addict_nou"
"Of the two, Alfredo (aka 'Freddie') was a cocaine <addict> and Gustavo, a pilot, was loathed for being homosexual."	"addict_nou"
"He is a very good example of a videogame <addict>."	"addict_nou"
"He had been an occasional drug <addict>; now, to make up for lost income, he took to selling drugs."	"addict_nou"
"William Banks is a recovering drug <addict> who lives in Los Angeles, California."	"addict_nou"
"John W. Dickinson, a four-year faculty member and strong <advocate> for educational reform, was principal from 1856 to 1877."	"advocate_nou"
"Elliott Blackstone, sergeant of the San Francisco Police Department and longtime <advocate> for LGBT rights, was born here."	"advocate_nou"
"He was a teetotaling vegetarian, an early <advocate> of nature cures, and a longtime member of the National Anti-Vaccination League."	"advocate_nou"
"After leaving HADITU, ash-Shafi became an active <advocate> for greater unity in the Egyptian communist movement."	"advocate_nou"
"He was an <advocate> within the School of Music for wind music."	"advocate_nou"
"He was also an <advocate> of vegetarianism and abstinence."	"advocate_nou"
"Greek pianist Danae Kara is a superb <advocate> in these first-recorded performances."	"advocate_nou"
"Cooley even went as far as to portray Ross as a traitor, when Ross had always been a Union <advocate>."	"advocate_nou"
"Transgender <advocate> Norrie May-Welby was recognized as having unspecified status in 2014."	"advocate_nou"
"Barrister Zahid enrolled as an <advocate> of the Sindh High Court in 1957, and of the Supreme Court in 1962."	"advocate_nou"
"He appended ""Workingmen's <Advocate>"" to the title, indicating his sympathy for the Working Men's Party and the interests of laborers."	"advocate_nou"
"He is a vegetarian and an <advocate> of animal rights."	"advocate_nou"
"Originally built in 1930, Gregory Gymnasium was named after its main <advocate> and planner, Thomas Watt Gregory."	"advocate_nou"
"She has been a staunch <advocate> of the anti-discrimination bill."	"advocate_nou"
"Through 1895 and early 1896, Bryan sought to make himself as widely known as an <advocate> for silver as possible."	"advocate_nou"
"Shashank's younger brother Sunil Manohar has also served as the <Advocate> General of Maharashtra."	"advocate_nou"
"Antiguans have seen Mr. Clapton transform from addict to <advocate> of possibly the next Betty Ford of the century."	"advocate_nou"
"The Erin <Advocate> also publishes the monthly Country Routes paper distributed to surrounding areas."	"advocate_nou"
"Certain right-wing localist groups also <advocate> for a more aggressive and militant approach in defending Hong Kong people's interests."	"advocate_vrb"
"Throughout his legislative career, Steinberg has been a strong <advocate> for mental health care."	"advocate_nou"
"The different movements within hirak were largely fragmented, and therefore struggled to successfully <advocate> for their reformist agenda."	"advocate_vrb"
"Calderhead was willing to travel extensively to <advocate> for suffrage."	"advocate_vrb"
"Kilmer is a supporter of Native American affairs and an <advocate> of environmental protection."	"advocate_nou"
"Prasad was a senior <advocate> at Patna High Court."	"advocate_nou"
"An <advocate> of practical learning for managers, Brown created the Glacier Institute of Management."	"advocate_nou"
"In the years since his diagnosis was made public, Louganis has been an outspoken HIV awareness <advocate>."	"advocate_nou"
"During World War I, Knox was an <advocate> of preparedness and United States participation."	"advocate_nou"
"He was <Advocate> General of Uttar Pradesh, India from 1952 to 1969."	"advocate_nou"
"Susan Eisenhower, former president and chairman emeritus of the Eisenhower Institute, was a particular <advocate> of the concept."	"advocate_nou"
"Hedgeman was a major <advocate> for both minorities and the poor in New York City."	"advocate_nou"
"AnnMarie Thomas is a Mechanical Engineer, author, blogger, and <advocate> for early engineering education."	"advocate_nou"
"Theorists such as Carne Ross <advocate> deliberative democracy as a complete alternative to representative democracy."	"advocate_vrb"
"Kitt later became a vocal <advocate> for LGBT rights and publicly supported same-sex marriage, which she considered a civil right."	"advocate_nou"
